0,Q1_86,1734.8269996643066
1,Q2_86,2244.9609985351562
2,Q3_86,2533.8049926757812
3,Q4_86,2154.9629974365234
4,Q1_87,1547.8189964294434
5,Q2_87,2104.411994934082
6,Q3_87,2014.3629989624023
7,Q4_87,1991.746997833252
8,Q1_88,1869.0499992370605
9,Q2_88,2313.631996154785
10,Q3_88,2128.319999694824
11,Q4_88,2026.8289985656738
12,Q1_89,1910.6039962768555
13,Q2_89,2331.164993286133
14,Q3_89,2206.5499954223633
15,Q4_89,2173.9679946899414
16,Q1_90,2148.2779998779297
17,Q2_90,2739.3079986572266
18,Q3_90,2792.7539978027344
19,Q4_90,2556.009994506836
20,Q1_91,2480.9739990234375
21,Q2_91,3039.522994995117
22,Q3_91,3172.115997314453
23,Q4_91,2879.0009994506836
24,Q1_92,2772.0
25,Q2_92,3550.0
26,Q3_92,3508.0
27,Q4_92,3243.859992980957
28,Q1_93,3056.0
29,Q2_93,3899.0
30,Q3_93,3629.0
31,Q4_93,3373.0
